selling_price,year,km_driven,mileage,engine,max_power,age,Diesel,Electric,LPG,Petrol,Manual,5seats,>5seats
17.0,2018.0,25000,16.0,1368.0,160.0,4.0,0,0,0,1,0,1,0
5.4,2014.0,65000,20.73,1373.0,91.1,8.0,0,0,0,1,1,1,0
3.25,2016.0,120000,19.0,1197.0,85.8,6.0,0,0,0,0,1,1,0
5.1,2014.0,47900,15.0,1396.0,98.6,8.0,0,0,0,1,0,1,0
12.8,2013.0,56000,17.05,1995.0,184.0,9.0,1,0,0,0,0,1,0
8.0,2012.0,120000,12.8,2494.0,102.0,10.0,1,0,0,0,1,0,1
3.5,2014.0,61000,20.51,998.0,67.04,8.0,0,0,0,1,1,1,0
10.75,2011.0,175000,11.5,2982.0,171.0,11.0,1,0,0,0,1,0,1
2.4,2015.0,70000,22.74,796.0,47.3,7.0,0,0,0,1,1,1,0
8.75,2019.0,4000,15.0,1396.0,100.0,3.0,0,0,0,1,0,1,0
8.0,2017.0,60000,16.5,1493.0,70.0,5.0,1,0,0,0,1,0,1
3.71,2018.0,5917,23.95,998.0,67.05,4.0,0,0,0,1,1,1,0
1.8,2011.0,36000,15.7,1390.0,75.0,11.0,0,0,0,1,1,1,0
4.79,2011.0,56468,13.14,1798.0,157.8,11.0,0,0,0,1,1,1,0
3.25,2011.0,64000,16.1,1476.3274007038713,5.0,11.0,0,0,0,1,1,1,0
2.75,2013.0,50575,22.0,814.0,55.0,9.0,0,0,0,1,1,1,0
5.85,2017.0,41280,17.0,1197.0,80.0,5.0,0,0,0,1,1,1,0
4.59,2014.0,49000,18.9,1197.0,82.0,8.0,0,0,0,1,1,1,0
8.85,2017.0,58000,25.5,1498.0,98.6,5.0,1,0,0,0,1,1,0
7.85,2014.0,57000,19.5,1582.0,126.24,8.0,1,0,0,0,0,1,0
1.84,2015.0,29000,23.9,624.0,37.48,7.0,0,0,0,1,1,0,0
15.0,2013.0,55000,18.48,1995.0,177.0,9.0,1,0,0,0,0,1,0
7.5,2017.0,24000,22.54,1396.0,88.73,5.0,1,0,0,0,1,1,0
20.90249999999996,2019.0,27000,17.9,2143.0,136.0,3.0,1,0,0,0,0,1,0
7.07,2015.0,50000,20.77,1248.0,88.76,7.0,1,0,0,0,1,0,1
5.6,2016.0,80000,18.49,1493.0,100.0,6.0,1,0,0,0,1,0,1
0.4,2005.0,40000,13.5,1405.0,5.0,17.0,1,0,0,0,1,1,0
5.95,2014.0,51890,17.5,1373.0,80.46,8.0,0,0,0,0,1,0,1
1.95,2007.0,58641,17.7,1497.0,78.0,15.0,0,0,0,1,1,1,0
5.0,2017.0,70000,22.95,1248.0,74.0,5.0,1,0,0,0,1,1,0
9.5,2013.0,117000,12.99,2494.0,100.0,9.0,1,0,0,0,1,0,1
7.95,2017.0,25000,19.12,1373.0,91.1,5.0,0,0,0,1,0,1,0
2.5,2011.0,70000,18.3,1197.0,5.0,11.0,0,0,0,1,1,1,0
6.15,2017.0,20000,18.9,1197.0,82.0,5.0,0,0,0,1,1,1,0
20.90249999999996,2017.0,24323,14.84,2143.0,167.62,5.0,1,0,0,0,0,1,0
7.31,2018.0,21000,21.01,1197.0,81.8,4.0,0,0,0,1,1,1,0
4.75,2013.0,67000,15.6,1497.0,116.3,9.0,0,0,0,1,0,1,0
3.25,2016.0,7000,22.3,799.0,53.26,6.0,0,0,0,1,1,1,0
4.0,2018.0,42000,23.01,999.0,67.0,4.0,0,0,0,1,1,1,0
3.99,2011.0,58000,17.1,1591.0,121.3,11.0,0,0,0,1,1,1,0
5.75,2016.0,71000,21.64,1461.0,84.8,6.0,1,0,0,0,1,1,0
7.85,2017.0,31400,28.09,1248.0,88.5,5.0,1,0,0,0,1,1,0
11.25,2017.0,35000,19.67,1582.0,126.2,5.0,1,0,0,0,1,1,0
4.99,2013.0,56260,18.88,999.0,123.37,9.0,0,0,0,1,1,1,0
1.1,2007.0,115000,21.79,998.0,67.05,15.0,0,0,0,1,1,1,0
2.95,2013.0,34579,20.36,1197.0,78.9,9.0,0,0,0,1,1,1,0
1.85,2010.0,49000,15.7,1172.0,67.0,12.0,0,0,0,1,1,1,0
6.65,2015.0,27000,16.93,1197.0,103.2,7.0,0,0,0,1,0,1,0
14.45,2018.0,7000,14.28,1798.0,138.03,4.0,0,0,0,1,0,1,0
10.0,2010.0,70000,10.93,2497.0,204.0,12.0,0,0,0,1,0,1,0
6.9,2017.0,20000,18.6,1197.0,81.83,5.0,0,0,0,1,1,1,0
1.45,2008.0,50000,19.7,796.0,46.3,14.0,0,0,0,1,1,1,0
3.75,2011.0,59526,20.54,1598.0,103.6,11.0,1,0,0,0,1,1,0
4.4,2016.0,76000,23.2,1248.0,73.94,6.0,1,0,0,0,1,1,0
7.65,2018.0,25000,20.65,1462.0,103.25,4.0,0,0,0,1,1,1,0
6.5,2015.0,62248,13.6,2523.0,63.0,7.0,1,0,0,0,1,0,1
7.55,2016.0,67518,28.09,1248.0,88.5,6.0,1,0,0,0,1,1,0
6.75,2014.0,54000,22.8,1373.0,80.9,8.0,0,0,0,0,1,0,1
10.25,2014.0,92965,12.99,2494.0,100.57,8.0,1,0,0,0,1,0,1
2.49,2015.0,22211,19.02,1198.0,67.05,7.0,0,0,0,1,1,1,0
7.25,2012.0,255000,12.8,2494.0,102.0,10.0,1,0,0,0,1,0,1
5.0,2014.0,47000,22.9,1248.0,74.0,8.0,1,0,0,0,1,1,0
2.5,2008.0,57000,13.9,1799.0,130.2,14.0,0,0,0,1,0,1,0
3.71,2017.0,8560,24.04,999.0,67.0,5.0,0,0,0,1,0,1,0
7.2,2017.0,72000,26.59,1248.0,74.0,5.0,1,0,0,0,1,1,0
4.25,2015.0,39983,21.79,998.0,67.05,7.0,0,0,0,1,1,1,0
4.25,2015.0,78000,18.9,1197.0,82.0,7.0,0,0,0,1,1,1,0
3.0,2010.0,220000,14.0,2179.0,120.0,12.0,1,0,0,0,1,0,1
10.95,2020.0,6000,23.0,1498.0,98.96,2.0,1,0,0,0,1,1,0
8.45,2016.0,32000,18.0,1497.0,117.3,6.0,0,0,0,1,0,1,0
9.75,2015.0,81000,19.67,1582.0,126.2,7.0,1,0,0,0,1,1,0
4.11,2012.0,24000,24.12,1197.0,88.5,10.0,0,0,0,1,0,1,0
3.96,2013.0,64000,25.8,1498.0,98.6,9.0,1,0,0,0,1,1,0
7.5,2018.0,22000,21.4,1197.0,83.1,4.0,0,0,0,1,1,1,0
5.95,2013.0,70000,12.8,2354.0,177.6,9.0,0,0,0,1,1,1,0
4.1,2014.0,80000,16.78,1496.0,88.73,8.0,0,0,0,1,1,1,0
2.82,2011.0,48971,20.0,1399.0,68.0,11.0,1,0,0,0,1,1,0
4.5,2015.0,40000,20.51,998.0,67.04,7.0,0,0,0,1,0,1,0
16.5,2017.0,89200,16.0,2179.0,140.0,5.0,1,0,0,0,0,0,1
4.81,2016.0,7623,19.4,1198.0,86.8,6.0,0,0,0,1,1,1,0
4.9,2017.0,16000,18.9,1197.0,82.0,5.0,0,0,0,1,1,1,0
6.5,2014.0,44406,18.88,999.0,123.24,8.0,0,0,0,1,1,1,0
2.5,2010.0,25000,13.6,2523.0,63.0,12.0,1,0,0,0,1,0,1
3.5,2016.0,15000,19.44,1198.0,67.0,6.0,0,0,0,1,1,0,1
7.0,2017.0,27266,18.6,1197.0,81.83,5.0,0,0,0,1,1,1,0
3.5,2010.0,60893,11.57,2179.0,138.1,12.0,1,0,0,0,1,0,1
5.5,2017.0,50000,17.8,1198.0,86.7,5.0,0,0,0,1,1,1,0
2.5,2008.0,120000,17.8,1248.0,75.0,14.0,1,0,0,0,1,1,0
4.75,2014.0,50000,20.85,1197.0,83.14,8.0,0,0,0,1,1,1,0
10.75,2013.0,73000,14.84,2143.0,170.0,9.0,1,0,0,0,0,1,0
9.95,2014.0,86000,12.8,2494.0,102.0,8.0,1,0,0,0,1,0,1
2.71,2017.0,20000,22.5,999.0,67.0,5.0,0,0,0,1,1,1,0
2.55,2012.0,62000,19.81,1086.0,68.05,10.0,0,0,0,1,1,1,0
5.5,2014.0,120000,24.5,1498.0,98.6,8.0,1,0,0,0,1,0,1
8.55,2018.0,36352,19.34,1462.0,103.0,4.0,0,0,0,1,1,0,1
20.90249999999996,2018.0,12000,15.17,1968.0,181.0,4.0,1,0,0,0,0,1,0
7.5,2016.0,25000,15.4,1497.0,117.3,6.0,0,0,0,1,1,0,1
6.85,2015.0,48000,26.21,1248.0,88.5,7.0,1,0,0,0,1,1,0
4.75,2013.0,78278,22.9,1248.0,74.0,9.0,1,0,0,0,1,1,0
4.5,2015.0,100000,20.14,1498.0,88.8,7.0,1,0,0,0,1,1,0
16.5,2016.0,53380,13.68,2393.0,147.51,6.0,1,0,0,0,0,0,1
5.25,2018.0,60204,24.7,1047.0,69.0,4.0,1,0,0,0,1,1,0
7.2,2016.0,68000,22.54,1396.0,88.73,6.0,1,0,0,0,1,1,0
2.4,2010.0,75008,18.9,998.0,67.1,12.0,0,0,0,1,1,1,0
9.4,2018.0,29000,23.0,1498.0,98.96,4.0,1,0,0,0,1,1,0
7.75,2016.0,83000,24.8,1396.0,88.7,6.0,1,0,0,0,1,1,0
12.75,2015.0,114000,12.99,2494.0,100.6,7.0,1,0,0,0,1,0,1
3.6,2013.0,42000,16.95,1197.0,78.9,9.0,0,0,0,1,0,1,0
2.65,2011.0,71000,21.1,1248.0,73.9,11.0,1,0,0,0,1,1,0
11.55,2015.0,117000,12.99,2494.0,100.6,7.0,1,0,0,0,1,0,1
4.49,2009.0,61205,13.7,1798.0,157.75,13.0,0,0,0,1,0,1,0
4.6,2012.0,87000,23.0,1396.0,90.0,10.0,1,0,0,0,1,1,0
3.0,2009.0,90000,14.0,2498.0,112.0,13.0,1,0,0,0,1,0,1
5.15,2015.0,52000,24.4,1120.0,71.01,7.0,1,0,0,0,1,1,0
6.95,2016.0,49661,21.66,1498.0,103.52,6.0,1,0,0,0,0,1,0
3.75,2013.0,20000,16.95,1197.0,78.9,9.0,0,0,0,1,0,1,0
2.85,2014.0,56332,23.95,998.0,67.05,8.0,0,0,0,1,1,1,0
12.25,2018.0,46000,17.6,2179.0,153.86,4.0,1,0,0,0,1,0,1
4.1,2013.0,37000,18.6,1197.0,85.8,9.0,0,0,0,1,1,1,0
8.21,2019.0,7000,19.0,1199.0,88.7,3.0,0,0,0,1,0,1,0
5.1,2016.0,40000,18.9,1197.0,82.0,6.0,0,0,0,1,1,1,0
2.0,2011.0,570000,15.6,1196.0,70.0,11.0,0,0,0,1,1,1,0
10.25,2017.0,61000,15.4,1997.0,120.0,5.0,1,0,0,0,1,0,1
5.5,2016.0,95000,21.4,1197.0,83.1,6.0,0,0,0,1,1,1,0
15.5,2018.0,18000,14.62,1999.0,149.92,4.0,0,0,0,1,0,1,0
6.79,2015.0,67181,26.21,1248.0,88.5,7.0,1,0,0,0,1,1,0
5.45,2014.0,120000,13.24,1598.0,102.57,8.0,0,0,0,1,1,1,0
2.75,2010.0,84768,17.0,1497.0,118.0,12.0,0,0,0,1,1,1,0
1.85,2010.0,28563,19.0,998.0,66.1,12.0,0,0,0,1,1,1,0
4.22,2015.0,36000,31.79,998.0,58.2,7.0,0,0,0,0,1,1,0
0.89,2008.0,39000,16.0,995.0,59.0,14.0,0,0,1,0,1,1,0
9.75,2016.0,49490,15.4,2179.0,120.0,6.0,1,0,0,0,1,0,1
7.9,2017.0,33072,26.08,1462.0,91.19,5.0,0,0,0,0,1,0,1
6.99,2015.0,92457,20.77,1248.0,88.8,7.0,1,0,0,0,1,0,1
5.0,2017.0,44000,21.66,1498.0,108.62,5.0,1,0,0,0,1,1,0
6.9,2014.0,114000,15.1,2179.0,140.0,8.0,1,0,0,0,1,0,1
6.62,2015.0,56606,17.21,1197.0,103.6,7.0,0,0,0,1,0,1,0
4.85,2013.0,57800,17.1,1591.0,121.3,9.0,0,0,0,1,1,1,0
5.2,2014.0,70000,26.0,1498.0,98.6,8.0,1,0,0,0,1,1,0
4.25,2014.0,35000,18.9,1197.0,82.0,8.0,0,0,0,1,1,1,0
2.4,2012.0,110000,21.02,1248.0,88.76,10.0,1,0,0,0,1,1,0
7.0,2015.0,25000,20.73,1373.0,91.1,7.0,0,0,0,1,1,1,0
18.9,2019.0,10000,14.62,1999.0,149.92,3.0,0,0,0,1,0,1,0
7.0,2018.0,16348,21.4,1197.0,83.1,4.0,0,0,0,1,1,1,0
3.49,2013.0,55853,33.54,998.0,67.04,9.0,0,0,0,0,1,1,0
7.45,2017.0,21000,21.4,1197.0,83.1,5.0,0,0,0,1,0,1,0
5.35,2011.0,44275,13.7,1798.0,157.75,11.0,0,0,0,1,0,1,0
3.5,2013.0,58288,26.2,998.0,58.2,9.0,0,0,0,0,1,1,0
5.0,2018.0,79814,18.15,1198.0,82.0,4.0,0,0,0,1,1,0,1
20.90249999999996,2016.0,27000,14.69,2993.0,258.0,6.0,1,0,0,0,0,1,0
7.5,2013.0,80000,14.5,1797.0,147.5,9.0,0,0,0,1,0,1,0
10.5,2019.0,38000,22.1,1396.0,88.7,3.0,1,0,0,0,1,1,0
16.99,2014.0,25000,18.88,1995.0,184.0,8.0,1,0,0,0,0,1,0
4.95,2014.0,67800,28.4,1248.0,74.0,8.0,1,0,0,0,1,1,0
2.2,2010.0,49000,18.9,998.0,67.1,12.0,0,0,0,1,1,1,0
7.54,2016.0,36070,16.8,1497.0,116.3,6.0,0,0,0,1,1,1,0
6.2,2015.0,46253,23.65,1248.0,88.5,7.0,1,0,0,0,1,1,0
2.49,2012.0,55500,15.6,1196.0,70.0,10.0,0,0,0,1,1,1,0
3.25,2013.0,58388,23.03,1396.0,69.0,9.0,1,0,0,0,1,1,0
6.75,2016.0,48000,21.66,1498.0,103.52,6.0,1,0,0,0,0,1,0
5.78,2016.0,35000,18.6,1197.0,81.83,6.0,0,0,0,1,1,1,0
8.45,2017.0,12000,17.5,1373.0,80.46,5.0,0,0,0,0,1,0,1
3.1,2017.0,23000,22.7,799.0,53.64,5.0,0,0,0,1,1,1,0
11.25,2017.0,49000,13.0,1591.0,121.3,5.0,0,0,0,1,0,1,0
5.0,2016.0,190000,24.4,1120.0,71.0,6.0,1,0,0,0,1,1,0
7.55,2016.0,61000,21.9,1498.0,98.6,6.0,1,0,0,0,1,0,1
1.45,2009.0,55274,19.7,796.0,46.3,13.0,0,0,0,1,1,1,0
1.35,2008.0,60000,17.8,1086.0,63.0,14.0,0,0,0,1,1,1,0
2.9,2011.0,85250,21.1,1197.0,85.8,11.0,0,0,0,1,1,1,0
3.99,2010.0,64400,13.7,1798.0,157.75,12.0,0,0,0,1,0,1,0
6.5,2016.0,100000,27.39,1248.0,74.0,6.0,1,0,0,0,1,1,0
5.85,2017.0,73000,17.8,1248.0,5.0,5.0,1,0,0,0,1,1,0
4.75,2014.0,94000,19.1,1197.0,85.8,8.0,0,0,0,1,1,1,0
4.0,2012.0,80000,19.1,1197.0,85.8,10.0,0,0,0,1,1,1,0
4.75,2015.0,59123,18.0,1198.0,86.7,7.0,0,0,0,1,1,1,0
3.7,2012.0,62000,16.09,1598.0,103.2,10.0,0,0,0,1,1,1,0
4.35,2013.0,56694,19.1,1197.0,85.8,9.0,0,0,0,1,1,1,0
5.75,2018.0,25000,21.4,1197.0,83.1,4.0,0,0,0,1,1,1,0
5.0,2012.0,78000,17.1,1591.0,121.3,10.0,0,0,0,1,1,1,0
7.5,2016.0,13321,17.8,1497.0,117.3,6.0,0,0,0,1,1,1,0
10.5,2013.0,77000,19.27,2143.0,167.62,9.0,1,0,0,0,0,1,0
20.90249999999996,2010.0,120000,12.35,2179.0,187.74,12.0,1,0,0,0,0,1,0
4.25,2013.0,70000,21.9,1396.0,88.76,9.0,1,0,0,0,1,1,0
2.5,2010.0,90000,18.8,1248.0,90.0,12.0,1,0,0,0,1,1,0
5.75,2015.0,59769,19.56,1197.0,81.8,7.0,0,0,0,1,0,1,0
2.25,2016.0,17000,21.9,624.0,37.48,6.0,0,0,0,1,0,0,0
8.0,2019.0,23000,15.96,2523.0,62.1,3.0,1,0,0,0,1,0,1
7.75,2018.0,48000,22.54,1396.0,88.73,4.0,1,0,0,0,1,1,0
2.3,2013.0,70000,20.2,998.0,67.1,9.0,0,0,0,1,1,1,0
2.95,2012.0,41650,20.0,1399.0,68.0,10.0,1,0,0,0,1,1,0
3.14,2017.0,10617,24.7,796.0,47.3,5.0,0,0,0,1,1,1,0
3.99,2014.0,56000,25.8,1498.0,98.6,8.0,1,0,0,0,1,1,0
3.23,2017.0,9122,24.7,796.0,47.3,5.0,0,0,0,1,1,1,0
2.9,2015.0,90000,22.1,1248.0,74.0,7.0,1,0,0,0,1,1,0
4.85,2014.0,100000,22.9,1248.0,74.0,8.0,1,0,0,0,1,1,0
6.5,2016.0,54000,23.0,1396.0,90.0,6.0,1,0,0,0,1,1,0
7.35,2017.0,85000,24.3,1248.0,88.5,5.0,1,0,0,0,1,1,0
5.1,2015.0,120000,25.01,1498.0,89.75,7.0,1,0,0,0,1,1,0
3.15,2016.0,51000,21.74,999.0,67.0,6.0,0,0,0,1,1,1,0
7.85,2014.0,103000,15.1,2179.0,140.0,8.0,1,0,0,0,1,0,1
6.75,2017.0,40174,21.4,1197.0,83.1,5.0,0,0,0,1,1,1,0
0.95,2005.0,90000,17.3,993.0,60.0,17.0,0,0,0,1,1,1,0
8.7,2017.0,70000,18.0,1497.0,117.6,5.0,0,0,0,1,0,1,0
3.75,2016.0,70000,23.1,998.0,67.04,6.0,0,0,0,1,1,1,0
16.3,2019.0,6231,13.96,1451.0,141.0,3.0,0,0,0,1,0,1,0
2.55,2011.0,56767,20.86,1199.0,73.9,11.0,1,0,0,0,1,1,0
7.95,2017.0,56244,22.54,1396.0,88.73,5.0,1,0,0,0,1,1,0
11.0,2018.0,35000,24.3,1248.0,88.5,4.0,1,0,0,0,0,1,0
7.8,2016.0,58237,18.49,1493.0,100.0,6.0,1,0,0,0,1,0,1
13.4,2017.0,68000,17.6,1582.0,126.2,5.0,1,0,0,0,0,1,0
15.0,2016.0,40000,13.68,2393.0,147.8,6.0,1,0,0,0,1,0,1
3.75,2015.0,58479,17.97,1498.0,99.6,7.0,0,0,0,1,0,1,0
3.75,2010.0,82000,13.7,1798.0,157.75,12.0,0,0,0,1,0,1,0
3.75,2013.0,110000,22.07,1199.0,73.9,9.0,1,0,0,0,1,1,0
5.5,2018.0,9522,21.63,998.0,67.05,4.0,0,0,0,1,0,1,0
4.1,2013.0,70000,20.5,1598.0,103.5,9.0,1,0,0,0,1,1,0
2.5,2011.0,78760,15.5,1586.0,103.3,11.0,0,0,0,1,1,1,0
4.55,2018.0,22000,21.63,998.0,67.05,4.0,0,0,0,1,1,1,0
3.25,2011.0,69000,16.09,1598.0,103.2,11.0,0,0,0,1,1,1,0
20.90249999999996,2017.0,35000,12.0,1991.0,181.03,5.0,0,0,0,1,0,1,0
6.51,2013.0,112087,19.5,1582.0,126.24,9.0,1,0,0,0,0,1,0
1.75,2011.0,78338,16.2,1172.0,68.0,11.0,0,0,0,1,1,1,0
4.85,2015.0,38000,18.9,1197.0,82.0,7.0,0,0,0,1,1,1,0
3.8,2013.0,54000,25.8,1498.0,98.6,9.0,1,0,0,0,1,1,0
9.51,2018.0,30000,22.15,1498.0,108.6,4.0,1,0,0,0,0,1,0
5.8,2016.0,72000,21.66,1498.0,103.52,6.0,1,0,0,0,0,1,0
8.75,2017.0,35000,24.52,1248.0,88.5,5.0,1,0,0,0,1,0,1
8.19,2018.0,49000,17.5,1373.0,80.46,4.0,0,0,0,0,1,0,1
3.45,2018.0,17000,24.7,796.0,47.3,4.0,0,0,0,1,1,1,0
8.45,2017.0,32000,24.3,1248.0,88.5,5.0,1,0,0,0,1,1,0
5.15,2015.0,43251,25.8,1498.0,98.6,7.0,1,0,0,0,1,1,0
6.15,2015.0,45000,19.3,1248.0,73.9,7.0,1,0,0,0,1,1,0
5.71,2015.0,25000,18.6,1197.0,81.83,7.0,0,0,0,1,1,1,0
4.95,2012.0,115721,22.32,1582.0,126.32,10.0,1,0,0,0,1,1,0
4.5,2013.0,64800,16.8,1497.0,116.4,9.0,0,0,0,1,1,1,0
2.0,2015.0,120000,19.0,1197.0,85.8,7.0,0,0,0,1,1,1,0
4.25,2016.0,50000,20.51,998.0,67.0,6.0,0,0,0,1,0,1,0
4.25,2013.0,20000,18.5,1197.0,82.85,9.0,0,0,0,1,1,1,0
6.99,2015.0,52000,17.21,1197.0,103.6,7.0,0,0,0,1,0,1,0
2.25,2011.0,48100,19.0,998.0,66.1,11.0,0,0,0,1,1,1,0
5.9,2013.0,76000,16.02,1373.0,93.7,9.0,0,0,0,1,1,0,1
3.65,2010.0,91000,13.5,2179.0,115.0,12.0,1,0,0,0,1,1,0
1.8,2008.0,100000,17.8,1399.0,68.0,14.0,1,0,0,0,1,1,0
3.3,2016.0,150000,23.4,1248.0,74.0,6.0,1,0,0,0,1,1,0
11.75,2015.0,106000,12.99,2494.0,100.6,7.0,1,0,0,0,1,0,1
7.0,2018.0,40000,27.39,1248.0,74.0,4.0,1,0,0,0,1,1,0
3.65,2013.0,42020,20.36,1197.0,78.9,9.0,0,0,0,1,1,1,0
20.90249999999996,2015.0,35500,15.26,2143.0,203.2,7.0,1,0,0,0,0,1,0
5.9,2015.0,72000,25.8,1498.0,98.6,7.0,1,0,0,0,1,1,0
5.25,2012.0,90000,21.43,1364.0,138.0,10.0,1,0,0,0,1,1,0
8.0,2011.0,88000,14.66,2199.0,194.3,11.0,1,0,0,0,1,0,1
8.25,2018.0,37000,19.34,1462.0,103.0,4.0,0,0,0,1,1,0,1
8.25,2016.0,44560,23.65,1248.0,88.5,6.0,1,0,0,0,1,1,0
10.21,2013.0,135000,12.8,2494.0,102.0,9.0,1,0,0,0,1,0,1
7.5,2017.0,41000,18.19,1197.0,103.5,5.0,0,0,0,1,0,1,0
3.85,2015.0,85000,24.0,1120.0,70.0,7.0,1,0,0,0,1,1,0
5.15,2013.0,79000,23.59,1364.0,67.04,9.0,1,0,0,0,1,1,0
6.5,2015.0,60000,22.77,1498.0,98.59,7.0,1,0,0,0,1,1,0
5.0,2015.0,98500,25.8,1498.0,98.6,7.0,1,0,0,0,1,1,0
17.0,2013.0,56000,17.68,1968.0,174.33,9.0,1,0,0,0,0,1,0
6.65,2015.0,56000,20.45,1461.0,83.8,7.0,1,0,0,0,1,1,0
5.0,2018.0,10000,27.28,1047.0,69.0,4.0,1,0,0,0,1,1,0
4.65,2018.0,23000,20.51,998.0,67.0,4.0,0,0,0,1,0,1,0
2.99,2009.0,50000,16.0,1198.0,90.0,13.0,0,0,0,1,1,1,0
6.5,2014.0,38000,22.7,1498.0,89.84,8.0,1,0,0,0,1,1,0
4.99,2011.0,62500,13.7,1798.0,157.75,11.0,0,0,0,1,0,1,0
5.95,2017.0,27000,17.19,1197.0,81.86,5.0,0,0,0,1,1,1,0
2.55,2010.0,77000,20.36,1197.0,78.9,12.0,0,0,0,1,1,1,0
5.75,2014.0,52034,15.8,1499.0,110.0,8.0,0,0,0,1,1,1,0
2.8,2016.0,25600,25.17,799.0,53.3,6.0,0,0,0,1,1,1,0
1.69,2012.0,50000,18.6,1199.0,79.4,10.0,0,0,0,1,1,1,0
4.25,2013.0,63000,17.3,1998.0,163.7,9.0,1,0,0,0,1,1,0
3.1,2011.0,76000,20.54,1598.0,103.6,11.0,1,0,0,0,1,1,0
12.35,2016.0,92000,16.0,2179.0,140.0,6.0,1,0,0,0,0,0,1
3.75,2011.0,78265,20.54,1598.0,103.6,11.0,1,0,0,0,1,1,0
5.4,2019.0,31000,30.48,1086.0,58.0,3.0,0,0,0,0,1,1,0
4.0,2011.0,80500,22.9,1248.0,74.0,11.0,1,0,0,0,1,1,0
2.85,2013.0,111000,21.1,814.0,55.2,9.0,0,0,0,1,1,1,0
9.9,2016.0,95904,14.28,1798.0,138.03,6.0,0,0,0,1,0,1,0
6.95,2016.0,45000,26.59,1248.0,74.0,6.0,1,0,0,0,0,1,0
2.65,2008.0,100000,17.8,1248.0,75.0,14.0,1,0,0,0,1,1,0
4.5,2015.0,34000,16.1,1197.0,85.0,7.0,0,0,0,1,1,1,0
4.99,2012.0,70000,22.9,1248.0,74.0,10.0,1,0,0,0,1,1,0
16.75,2013.0,44000,19.33,1999.0,177.0,9.0,1,0,0,0,0,1,0
1.75,2009.0,67833,19.7,796.0,46.3,13.0,0,0,0,1,1,1,0
7.75,2017.0,60000,25.5,1498.0,98.6,5.0,1,0,0,0,1,1,0
5.3,2015.0,90000,15.63,1499.0,110.4,7.0,0,0,0,1,0,1,0
8.4,2016.0,72000,24.52,1248.0,88.5,6.0,1,0,0,0,1,0,1
5.75,2014.0,66475,17.8,1497.0,117.3,8.0,0,0,0,1,1,1,0
4.81,2012.0,82000,26.59,1248.0,74.0,10.0,1,0,0,0,1,1,0
7.25,2016.0,50000,22.15,1498.0,108.6,6.0,1,0,0,0,0,1,0
11.25,2019.0,14000,22.0,1582.0,126.2,3.0,1,0,0,0,1,1,0
2.95,2014.0,63000,15.37,1196.0,72.42,8.0,0,0,0,1,1,0,1
6.59,2017.0,30726,21.1,998.0,100.0,5.0,0,0,0,1,1,1,0
5.6,2015.0,180000,26.59,1248.0,74.0,7.0,1,0,0,0,1,1,0
5.49,2010.0,59000,17.2,1968.0,138.03,12.0,1,0,0,0,0,1,0
5.4,2014.0,70462,21.21,1498.0,103.2,8.0,1,0,0,0,0,1,0
3.75,2018.0,10000,23.01,999.0,67.0,4.0,0,0,0,1,1,1,0
4.55,2016.0,48303,18.9,1197.0,82.0,6.0,0,0,0,1,1,1,0
20.90249999999996,2016.0,46000,21.76,1995.0,188.0,6.0,1,0,0,0,0,1,0
6.0,2015.0,41000,20.73,1373.0,91.1,7.0,0,0,0,1,1,1,0
5.2,2013.0,90000,20.54,1598.0,103.6,9.0,1,0,0,0,1,1,0
4.55,2012.0,34000,19.1,1197.0,85.8,10.0,0,0,0,1,1,1,0
7.05,2018.0,17000,21.21,1197.0,81.8,4.0,0,0,0,1,1,1,0
2.3,2014.0,40000,22.74,796.0,47.3,8.0,0,0,0,1,1,1,0
5.1,2017.0,70000,25.4,1186.0,73.97,5.0,1,0,0,0,1,1,0
20.90249999999996,2015.0,32000,13.0,2143.0,204.0,7.0,1,0,0,0,0,1,0
5.75,2017.0,51962,18.6,1197.0,81.83,5.0,0,0,0,1,1,1,0
4.85,2011.0,99000,21.43,1364.0,87.2,11.0,1,0,0,0,1,1,0
2.95,2011.0,84000,23.5,1498.0,90.0,11.0,1,0,0,0,1,1,0
4.85,2017.0,18400,21.63,998.0,67.04,5.0,0,0,0,1,0,1,0
3.35,2013.0,77000,26.6,998.0,58.16,9.0,0,0,0,0,1,1,0
13.81,2015.0,80000,14.8,2143.0,120.7,7.0,1,0,0,0,0,1,0
8.5,2015.0,95006,15.4,2523.0,75.0,7.0,1,0,0,0,1,0,1
3.5,2011.0,72525,13.4,1798.0,157.8,11.0,0,0,0,1,1,1,0
17.5,2019.0,12500,13.68,2393.0,147.8,3.0,1,0,0,0,1,0,1
3.1,2012.0,43500,20.0,1399.0,68.0,10.0,1,0,0,0,1,1,0
8.5,2018.0,28015,17.0,1497.0,121.31,4.0,0,0,0,1,1,1,0
6.5,2009.0,125000,12.8,2494.0,102.0,13.0,1,0,0,0,1,0,1
2.95,2013.0,70000,13.7,1399.0,98.82,9.0,0,0,0,1,1,0,1
4.49,2017.0,34000,20.89,1197.0,81.8,5.0,0,0,0,1,1,1,0
2.65,2011.0,78000,17.0,1497.0,118.0,11.0,0,0,0,1,1,1,0
3.54,2012.0,45710,16.47,1198.0,73.9,10.0,0,0,0,1,1,1,0
6.85,2018.0,50000,28.4,1248.0,74.0,4.0,1,0,0,0,1,1,0
